# INSTRUMENT_ID: 42
# OBS_GROUP_ID: 65
# UNIT_ID: None
# RA: 214.579715424108
# DEC: 38.9295162628207
# OBS_DATE: 2020-04-29 00:00:00+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 36346
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
5417.548,4.22635e+03,-9.90000e+01
5420.719,4.60822e+03,-9.90000e+01
5423.890,4.62896e+03,-9.90000e+01
5427.061,4.49931e+03,-9.90000e+01
5430.233,4.43594e+03,-9.90000e+01
5433.404,4.29639e+03,-9.90000e+01
5436.575,4.27118e+03,-9.90000e+01
5439.746,4.21102e+03,-9.90000e+01
5442.917,4.11984e+03,-9.90000e+01
5446.089,4.41836e+03,-9.90000e+01
5449.260,4.55979e+03,-9.90000e+01
5452.431,4.04930e+03,-9.90000e+01
5455.602,3.84827e+03,-9.90000e+01
5458.774,3.90069e+03,-9.90000e+01
5461.945,4.43939e+03,-9.90000e+01
5465.116,4.40919e+03,-9.90000e+01
5468.287,4.20809e+03,-9.90000e+01
5471.459,4.46414e+03,-9.90000e+01
5474.630,4.35880e+03,-9.90000e+01
5477.801,4.05482e+03,-9.90000e+01
5480.972,4.11917e+03,-9.90000e+01
5484.144,3.98740e+03,-9.90000e+01
5487.315,4.11680e+03,-9.90000e+01
5490.486,4.43325e+03,-9.90000e+01
5493.657,4.04191e+03,-9.90000e+01
5496.829,3.90060e+03,-9.90000e+01
5500.000,4.64465e+03,-9.90000e+01
5503.171,4.96258e+03,-9.90000e+01
5506.342,4.67981e+03,-9.90000e+01
5509.514,4.53767e+03,-9.90000e+01
5512.685,4.17644e+03,-9.90000e+01
5515.856,4.06825e+03,-9.90000e+01
5519.027,4.59595e+03,-9.90000e+01
5522.199,4.45102e+03,-9.90000e+01
5525.370,4.73442e+03,-9.90000e+01
5528.541,4.34281e+03,-9.90000e+01
5531.712,4.33559e+03,-9.90000e+01
5534.884,3.34293e+03,-9.90000e+01
5538.055,3.36936e+03,-9.90000e+01
5541.226,4.10304e+03,-9.90000e+01
5544.397,4.46655e+03,-9.90000e+01
5547.569,4.82715e+03,-9.90000e+01
5550.740,4.56418e+03,-9.90000e+01
5553.911,4.08961e+03,-9.90000e+01
5557.082,4.27992e+03,-9.90000e+01
5560.254,4.02313e+03,-9.90000e+01
5563.425,3.95724e+03,-9.90000e+01
5566.596,4.21738e+03,-9.90000e+01
5569.767,4.09004e+03,-9.90000e+01
5572.939,4.24567e+03,-9.90000e+01
5576.110,3.95881e+03,-9.90000e+01
5579.281,3.86522e+03,-9.90000e+01
5582.452,4.13308e+03,-9.90000e+01
5585.624,4.11655e+03,-9.90000e+01
5588.795,4.87341e+03,-9.90000e+01
5591.966,4.65652e+03,-9.90000e+01
5595.137,3.47411e+03,-9.90000e+01
5598.309,4.15760e+03,-9.90000e+01
5601.480,4.69423e+03,-9.90000e+01
5604.651,5.34492e+03,-9.90000e+01
5607.822,5.12387e+03,-9.90000e+01
5610.994,4.10379e+03,-9.90000e+01
5614.165,3.84297e+03,-9.90000e+01
5617.336,3.68184e+03,-9.90000e+01
5620.507,3.35370e+03,-9.90000e+01
5623.679,3.98295e+03,-9.90000e+01
5626.850,4.24331e+03,-9.90000e+01
5630.021,4.09980e+03,-9.90000e+01
5633.192,4.22179e+03,-9.90000e+01
5636.364,4.86007e+03,-9.90000e+01
5639.535,4.86586e+03,-9.90000e+01
5642.706,4.08060e+03,-9.90000e+01
5645.877,3.56937e+03,-9.90000e+01
5649.049,4.10468e+03,-9.90000e+01
5652.220,4.90578e+03,-9.90000e+01
5655.391,4.53898e+03,-9.90000e+01
5658.562,3.75517e+03,-9.90000e+01
5661.734,3.93709e+03,-9.90000e+01
5664.905,4.28956e+03,-9.90000e+01
5668.076,4.96404e+03,-9.90000e+01
5671.247,4.32061e+03,-9.90000e+01
5674.419,3.70254e+03,-9.90000e+01
5677.590,3.81485e+03,-9.90000e+01
5680.761,4.14860e+03,-9.90000e+01
5683.932,4.12571e+03,-9.90000e+01
5687.104,3.46261e+03,-9.90000e+01
5690.275,3.79466e+03,-9.90000e+01
5693.446,4.69401e+03,-9.90000e+01
5696.617,4.68367e+03,-9.90000e+01
5699.789,4.50374e+03,-9.90000e+01
5702.960,4.11292e+03,-9.90000e+01
5706.131,3.74093e+03,-9.90000e+01
5709.302,3.74105e+03,-9.90000e+01
5712.474,3.82840e+03,-9.90000e+01
5715.645,4.04526e+03,-9.90000e+01
5718.816,4.56481e+03,-9.90000e+01
5721.987,4.66114e+03,-9.90000e+01
5725.159,4.12820e+03,-9.90000e+01
5728.330,4.29539e+03,-9.90000e+01
5731.501,5.20183e+03,-9.90000e+01
5734.672,4.31465e+03,-9.90000e+01
5737.843,4.17357e+03,-9.90000e+01
5741.015,4.60431e+03,-9.90000e+01
5744.186,4.34300e+03,-9.90000e+01
5747.357,4.37346e+03,-9.90000e+01
5750.528,4.46342e+03,-9.90000e+01
5753.700,3.99878e+03,-9.90000e+01
5756.871,3.73807e+03,-9.90000e+01
5760.042,4.05919e+03,-9.90000e+01
5763.213,4.29804e+03,-9.90000e+01
5766.385,4.37780e+03,-9.90000e+01
5769.556,4.01231e+03,-9.90000e+01
